"","train_fit","Actual"
"866",78.226885819059,78
"867",76.582550368221,78
"868",78.7061925711853,78
"869",79.852596648535,79
"870",77.6288736245628,78
"871",78.4236636145463,78
"872",79.9183243486297,78
"873",78.1442230206799,78
"874",80.0983779982746,78
"875",77.9067144948108,78
"877",77.3602900133408,78
"879",78.7048204446868,78
"880",77.4200843057805,78
"883",77.2927436262068,78
"884",77.7472604447187,78
"886",79.5754431729766,78
"887",77.965288143482,78
"890",78.871176474294,78
"891",78.9543373994378,78
"892",79.2411389746678,78
"893",78.7067177799332,78
"894",77.0395398027063,78
"896",78.4568899014614,78
"897",77.292218384458,78
"900",76.742957841943,78
"901",78.7108735431268,78
"902",76.8137644928407,78
"905",78.3381194710993,78
"907",78.993384105794,78
"908",77.7103306660018,77
"910",77.2259771507561,77
"911",74.5950976632143,77
"913",76.9617888315327,77
"914",77.7080436982448,77
"915",77.707513404724,77
"916",75.298921831967,77
"918",76.3157596923148,77
"919",76.9861478203833,77
"923",77.687371604748,77
"924",76.9478558989459,77
"925",76.2681417225314,77
"928",76.7105516587228,77
"930",77.4586979749788,77
"932",77.0528946343743,77
"933",77.6666548899424,78
"934",76.2930222365955,77
"935",77.6338278369915,78
"938",77.1123803731901,77
"940",77.5791212552547,77
"941",77.5205187864124,77
"942",77.4818606079923,77
"943",75.9287559983094,77
"944",77.5762074304665,77
"945",76.679015251061,77
"946",77.502350076747,77
"948",77.1651746975163,77
"949",77.3178857348738,77
"950",77.5639927187442,77
"951",77.0830755389231,77
"953",76.2899632924693,77
"954",76.2929854069033,77
"956",76.8511366153932,77
"957",76.3718924415496,77
"958",76.4199995650273,77
"959",77.1462704689637,77
"960",75.4738157384509,77
"961",78.425373106758,77
"962",77.709178866027,77
"963",76.4668887583595,77
"965",77.6622240040622,77
"966",76.549875725644,77
"967",76.5649645065662,77
"969",76.6802037880844,77
"971",77.8522298494533,77
"974",77.4649740894467,77
"975",77.5281235369515,77
"976",77.1466838233948,77
"978",75.9896048135366,77
"979",76.922390952707,77
"980",76.29029894049,77
"981",77.0417666695387,77
"984",75.4172133645226,77
"987",76.696551082151,77
"988",78.7840286517394,77
"989",76.539096741109,77
"990",78.2814226388971,77
"991",76.5816502142623,77
"992",76.9011578028561,77
"993",77.4127819203038,77
"994",78.1647741135939,77
"995",76.2928423443644,77
"997",77.4846161555983,77
"998",78.6584625230332,77
"1000",76.2928486923777,77
"1001",77.2296730786979,77
"1002",76.2789243416703,77
"1003",77.8325056933633,77
"1006",77.0188102681865,77
"1009",78.4290080727282,77
"1010",76.0739548694821,77
"1011",76.8690219430025,77
"1012",76.8015929085037,77
"1013",77.7859056787008,77
"1014",77.4074241043753,77
"1015",76.4258520513708,77
"1017",76.7332577747634,77
"1019",77.5011794426678,77
"1020",77.7109074872104,77
"1021",76.4749832334409,77
"1022",77.1914118561861,77
"1023",78.4575278815611,77
"1025",76.8708022709237,77
"1026",77.159611772362,77
"1028",77.5882860048418,77
"1029",77.0722608478837,77
"1030",78.4626108582939,77
"1031",76.2892676044572,77
"1032",76.9386991400626,77
"1033",77.4748265410677,77
"1034",76.6543935238816,77
"1035",76.7942674561704,77
"1036",76.2852914099956,77
"1037",77.9002638040698,77
"1038",77.1111154611533,77
"1039",77.4028194536576,77
"1040",76.2903324244206,77
"1041",76.6102807583453,77
"1042",78.4571403234514,77
"1045",76.2910775120821,77
"1046",77.019746800387,77
"1047",76.6268496561857,77
"1048",77.3608660506705,77
"1049",76.7977699494325,77
"1050",76.7709753485321,77
"1056",76.9845414282723,77
"1057",76.2921847081602,77
"1058",76.8845122008696,77
"1059",76.8515455046222,77
"1060",76.8387337991969,77
"1061",77.70678818469,77
"1064",76.2893642600586,77
"1065",77.1963406122695,77
"1066",77.0964469313693,77
"1067",77.235726964828,77
"1069",76.9753378387312,77
"1070",77.9893211158207,77
"1072",76.2897670867711,77
"1077",76.394684205618,77
"1078",77.1212767790676,77
"1079",77.0383861002044,77
"1080",76.2888996952924,77
"1081",76.2895876550916,77
"1082",77.0571717323056,77
"1083",77.2786639935917,77
"1084",78.4105543910657,77
"1085",78.1392712911741,77
"1086",78.3080805116143,77
"1088",76.7479144500735,77
"1089",77.2408422289282,77
"1090",76.9384488682436,77
"1092",76.3440363968165,77
"1094",76.3512487397892,77
"1095",76.2905458330381,77
"1096",76.8771379728585,77
"1100",76.8735649281853,77
"1101",77.1830515444181,77
"1102",75.6602176909793,77
"1105",77.7944456716074,77
"1108",77.7065666050658,77
"1109",76.8906765660687,77
"1113",77.5628104247606,77
"1115",77.4327695232908,77
"1116",76.9606540504881,77
"1117",76.8556894091294,77
"1118",77.1200074813235,77
"1119",77.1300634313966,77
"1121",77.2564552774712,77
"1122",77.3172497399686,77
"1123",77.0716888666452,77
"1124",77.3764651237196,77
"1126",76.2907387707674,77
"1127",77.1137353437605,77
"1128",77.24520446425,77
"1130",76.2289059641227,77
"1131",76.7509501685521,77
"1132",77.785253153525,77
"1133",76.2924837080277,77
"1136",76.7103543378328,77
"1139",77.452810400418,77
"1140",79.0227439477721,77
"1141",75.1813563936741,77
"1142",77.7076432225048,77
"1144",77.2825288738788,77
"1145",76.8833765768869,77
"1147",76.9954329304245,77
"1148",77.7076618927907,77
"1149",76.2912876841598,77
"1150",76.5020818530513,77
"1151",77.0082517240949,77
"1152",76.2936359394502,77
"1154",80.059405125335,77
"1157",77.7105930839839,77
"1158",76.5665467212604,77
"1159",75.7334417429873,77
"1161",77.9553513188949,77
"1162",76.196436233602,76
"1163",77.3907184565195,77
"1164",76.4585297526565,77
"1165",76.2889485880134,77
"1166",77.8877407534617,77
"1167",76.285795526118,77
"1168",76.2902632741976,77
"1169",77.2917263267831,77
"1171",76.8448863661055,77
"1172",76.8963632432723,77
"1174",77.1009826951589,77
"1175",76.2465984871297,77
"1176",77.3959913659113,77
"1178",76.6784903814021,77
"1179",76.8100577204958,77
"1181",76.4477047798178,77
"1182",76.0047368986325,77
"1183",76.4808119290542,77
"1184",77.6823309911137,77
"1185",77.1767870342345,77
"1189",77.5652566363027,77
"1190",76.2938263081694,77
"1193",76.6330465247409,77
"1194",77.6606880276304,77
"1195",76.0667866345338,77
"1196",77.039692404113,77
"1198",77.7100439995008,77
"1199",76.4697302526438,77
"1201",77.3144209627142,77
"1203",75.8536931696606,77
"1208",76.5985054990824,76
"1212",75.2928797008879,76
"1213",75.3795140562028,76
"1214",75.2904655430571,76
"1216",75.2893165895938,76
"1217",76.513085456175,76
"1218",75.1520473292114,76
"1219",76.7090250950434,76
"1220",75.2932943641988,76
"1222",76.4285684004329,76
"1225",75.3161045508731,76
"1226",76.2837743357219,76
"1227",76.7093296810486,76
"1229",75.9176277410289,76
"1231",77.8757447543963,76
"1232",76.7089407729971,76
"1233",76.7093260598914,76
"1234",75.2934621500477,76
"1235",75.8901996103541,76
"1236",76.8689709346248,76
"1238",75.3491749218743,76
"1239",75.6344443668151,76
"1240",76.2673872654352,76
"1241",76.2879144931676,76
"1242",75.5671714070671,76
"1243",75.8398565355618,76
"1244",75.2903192889093,76
"1245",74.9250658134369,76
"1247",75.4187247175208,76
"1248",76.5808788385403,76
"1249",75.292627646857,76
"1250",76.2846082801747,76
"1251",76.1869883473038,76
"1254",74.8189194485544,76
"1255",78.5290513446008,76
"1256",75.793038158039,76
"1261",76.9506824734049,76
"1262",75.762728574146,76
"1263",75.6909008170742,76
"1265",75.5056468577126,76
"1266",75.2902665481084,76
"1270",75.0048524625644,76
"1271",75.290765328481,76
"1273",75.7178813494286,76
"1274",74.9191160432358,76
"1275",75.6159894816718,76
"1276",76.127320879992,76
"1278",76.3211997247338,76
"1280",75.9053851652243,76
"1282",74.8381612850253,76
"1284",76.4102464152482,76
"1286",75.2774505734975,76
"1287",76.1824451202687,76
"1288",76.5566361533864,76
"1289",75.9556764127662,76
"1291",75.3785821875144,76
"1292",76.534168137792,76
"1293",75.290539609457,76
"1294",76.7098792061999,76
"1296",76.8213766859945,76
"1297",75.0859275575727,76
"1300",76.7099779262862,76
"1301",75.2908205609004,76
"1305",75.6298063147143,76
"1307",74.905452078977,76
"1308",77.8530182045296,76
"1309",77.8125727687221,76
"1310",76.1652433599031,76
"1314",76.7866319424765,76
"1318",76.4655566225757,76
"1320",75.2897764833615,76
"1322",76.0657650080192,76
"1323",75.8731904397107,76
"1325",76.1898003756241,76
"1326",76.5014805219329,76
"1327",75.3516769291998,75
"1328",76.3783605488466,76
"1329",75.3523840603342,76
"1330",76.7103061334317,76
"1333",76.4314788582808,76
"1336",75.0609079940442,76
"1337",76.6161250408481,76
"1338",76.0804438780159,76
"1339",75.2904424102169,76
"1340",75.2929893505946,76
"1342",75.6457997218959,76
"1343",75.7774479627157,76
"1344",75.2896771290956,76
"1345",76.3502728741918,76
"1346",75.6834280429907,76
"1347",77.5504882185695,76
"1348",75.7416398141648,76
"1350",75.6763284105582,76
"1351",74.8299635859004,76
"1352",75.4764512614797,76
"1354",74.780336338953,76
"1355",77.2905236666413,76
"1357",76.4276706251144,76
"1358",75.2284167932876,76
"1359",75.2911157850398,76
"1361",76.9256950873438,76
"1362",75.8121558203273,76
"1363",75.8380225260323,76
"1365",76.1652731141059,76
"1366",75.2353775526657,76
"1367",75.5883960931974,76
"1369",75.458546656692,76
"1370",75.2898999015861,76
"1371",75.6178922509793,76
"1372",76.0439968675258,76
"1374",76.1187215151659,76
"1376",76.4728924617042,76
"1377",75.3811826286921,76
"1378",76.0544560485237,76
"1379",75.566711714886,75
"1382",74.8570416800828,76
"1383",76.8207577976984,76
"1384",76.7253316749005,76
"1385",75.5417034799162,76
"1386",76.6246749695157,76
"1387",75.2159982985995,76
"1389",76.7111172576967,76
"1390",75.7365563700211,76
"1392",76.1918656591192,76
"1394",76.3141475862312,76
"1399",76.4155490886539,76
"1401",75.4262370182351,76
"1402",76.3835969360539,76
"1403",77.3756893295648,76
"1404",75.2658605685488,76
"1405",75.3491623411047,76
"1408",76.2979035903867,76
"1409",75.2895539570861,76
"1410",75.1133896313233,76
"1412",76.7100017428583,76
"1413",76.3577025354054,76
"1414",76.0101552836465,76
"1415",74.9080815182379,76
"1417",74.9985260353554,76
"1420",75.7882971250182,76
"1421",75.289439197356,76
"1422",75.2890584174522,76
"1423",76.104564382454,76
"1425",76.7084363389194,76
"1426",75.4468380260897,76
"1428",76.257289475379,76
"1430",76.2035380630834,76
"1432",76.7107037823184,76
"1433",75.4877143364206,76
"1434",76.2759622436895,76
"1436",76.2395458274269,76
"1437",75.2897246219027,76
"1438",76.5086907835598,76
"1440",75.2902369647925,76
"1441",75.8822188212952,76
"1442",75.8340225372171,76
"1444",75.8873691049597,76
"1445",76.7074456718833,76
"1447",75.8689427057582,76
"1449",76.379831189988,76
"1450",76.3242315496344,76
"1451",77.7825331860806,76
"1452",76.5301147018056,76
"1454",76.7886656275848,76
"1455",75.2910233949751,76
"1456",73.5796562604282,76
"1457",75.6566250410828,76
"1458",74.1812780411292,76
"1460",76.3753185980248,76
"1463",75.2505707197797,76
"1464",75.2153286464966,76
"1466",75.4334649935428,76
"1467",75.9076165391367,76
"1468",76.394417781882,76
"1469",76.7079312199749,76
"1470",76.9302070841663,76
"1472",75.2923044379055,76
"1473",76.1115435852081,76
"1474",75.2890440324795,76
"1476",75.6164975138195,77
"1477",76.2056867497816,76
"1478",75.9705083256324,76
"1479",76.6041936659818,76
"1480",76.4125835962742,76
"1481",76.3475298108635,76
"1482",75.9190994984213,76
"1483",75.4339225286111,76
"1484",75.2929692911814,76
"1485",76.2449267327357,76
"1488",75.5432682078687,76
"1490",75.9219756407651,76
"1492",75.2906547565901,76
"1493",75.4864693335296,76
"1494",77.1968288462442,76
"1495",76.1325925240904,76
"1496",75.6929621502503,76
"1497",75.4925655767748,76
"1499",76.3428558881976,76
"1500",76.0612264994039,76
"1501",75.1322589386746,76
"1502",75.545689085646,76
"1503",76.1326322766752,76
"1504",78.2214393740598,76
"1505",75.3412218758092,76
"1507",75.2896473688373,76
"1509",75.5655368948526,76
"1510",75.5836552102621,76
"1511",75.6578200866151,76
"1512",75.170412751493,76
"1513",74.820876850742,76
"1515",76.79695380356,76
"1516",75.9172466004107,76
"1518",75.2932659904158,76
