"","train_fit",""
"2816",70.0983895223594,73
"2819",75.204613008477,74
"2820",69.7657742652621,73
"2822",72.3766178637572,73
"2823",67.0873602362164,73
"2824",73.8463195955234,73
"2825",73.9015030292202,73
"2826",72.11917444921,73
"2827",73.4349219903174,73
"2828",70.2211035822908,73
"2829",70.3084181528199,73
"2830",73.1739842934328,73
"2831",72.2882353477561,73
"2832",67.5481812206475,73
"2833",72.9004234582014,73
"2835",72.8170886216785,73
"2836",73.5794391657208,73
"2837",70.5118815790102,73
"2839",74.123752312598,73
"2841",73.498492119412,73
"2842",71.1875977958096,73
"2843",71.7671901496218,73
"2845",68.9609947555149,73
"2847",73.096198481358,73
"2848",72.133767350887,73
"2849",76.0418496675037,73
"2851",73.0727108687269,73
"2852",67.8206891469415,73
"2854",70.9287749125382,73
"2855",73.3808392413875,73
"2856",73.6100408057652,73
"2857",75.6778883591871,73
"2858",73.5832106797511,73
"2860",69.8963512578552,73
"2864",70.1781037287742,73
"2865",71.0203315870185,73
"2866",73.7789645088168,73
"2874",72.0594198961411,73
"2875",72.6045977539116,73
"2877",71.4303766094095,73
"2878",75.4688114932257,73
"2879",76.3622320232378,73
"2881",71.4333029930882,73
"2883",69.9605225160109,73
"2884",72.9372483903869,73
"2887",74.1861628463296,73
"2888",70.8462987838324,73
"2890",75.3315482810677,73
"2892",73.3766604499635,73
"2893",71.0206932014039,73
"2894",71.3118345750673,73
"2895",73.0289489585816,73
"2898",71.8845255341418,73
"2900",73.7902525428957,73
"2901",75.3383285502611,73
"2902",69.4788405051008,73
"2904",72.4038155973868,73
"2906",70.5743608727068,73
"2909",69.3516402408005,73
"2910",74.1063810208993,73
"2913",70.2091151003848,73
"2914",73.8697622467389,73
"2916",73.6265422459381,73
"2917",74.9044079755881,74
"2918",71.2298267632049,73
"2921",73.5303730962729,73
"2922",70.6051463070862,73
"2923",74.0684416825182,73
"2924",75.4405811215824,73
"2925",75.5412206871988,73
"2926",72.0219473214762,73
"2929",75.0251124414501,73
"2930",71.2933897980979,73
"2931",75.4782943740646,73
"2932",72.0375811992395,73
"2933",73.1129530033353,73
"2934",71.2598094072529,73
"2939",71.7809977732867,73
"2940",71.1903060027995,73
"2946",73.1988214818757,73
"2947",70.6098873750191,73
"2948",72.4591701090776,73
"2949",71.2858278101945,73
"2950",72.9650705505064,73
"2952",67.4815134674761,73
"2956",73.3856310296809,73
"2957",73.2731351381124,73
"2958",74.5726525636559,73
"2960",68.9524423889718,73
"2962",72.9642318255527,73
"2963",71.0735359060012,73
"2967",72.2316694587897,73
"2968",72.0105811994394,73
"2969",72.1282972932694,73
"2970",76.4615410668396,73
"2972",70.2501571963565,73
"2973",74.0919089298618,73
"2977",70.9734894855629,73
"2979",73.1973769760968,73
"2980",74.1701623922516,73
"2981",72.9442074366016,73
"2982",69.4602542936306,73
"2983",70.9365177783379,73
"2984",71.9530714175484,73
"2985",71.9806169373512,73
"2987",73.3112831821949,73
"2989",76.4186880332342,73
"2992",73.9328215273133,73
"2993",74.5762140900101,73
"2994",70.4633863301472,73
"2996",71.6226878674381,73
"2998",75.105616181179,73
"2999",67.8980689253096,73
"3001",72.01683727165,73
"3002",68.826207966689,73
"3004",75.4194263844707,73
"3007",75.5528150040438,73
"3011",73.9645167672132,73
"3012",74.937210680757,73
"3013",73.2832383062623,73
"3014",73.7556668398763,73
"3015",71.7722399201678,73
"3017",73.5771207478882,73
"3018",73.0375796745228,73
"3021",73.3787452374268,73
"3024",73.9370980297398,73
"3025",69.952735743593,73
"3026",74.7433943021097,73
"3028",70.7878082744287,73
"3032",74.2321855790254,73
"3034",71.8915760097096,73
"3035",71.6754057836537,73
"3036",72.6545156227675,73
"3041",70.9265852648929,73
"3042",75.8639464749745,73
"3043",72.2024513771719,73
"3048",71.8584670244489,73
"3049",73.2631249591201,73
"3050",74.578884938791,73
"3051",71.7169006835497,73
"3053",74.0591608016884,73
"3054",73.9990677305845,73
"3055",72.7101953404049,73
"3057",71.1156640571195,73
"3058",71.9292281839282,73
"3060",72.4910816067259,73
"3061",73.9393780229947,73
"3062",72.163984438228,73
"3063",70.5047501438564,73
"3064",73.306929744382,73
"3065",71.1726544236946,73
"3066",72.3821680073766,73
"3067",73.5364065806933,73
"3068",74.9456284068481,73
"3070",72.6047521588047,73
"3072",72.0260107898798,73
"3073",74.6847298091786,73
"3074",72.2874963740105,73
"3076",75.219828897318,73
"3079",74.6263916443201,73
"3080",70.1231877078076,74
"3081",73.8409850586942,73
"3082",75.411573592652,73
"3083",77.8437964885029,73
"3085",74.4495084782639,73
"3086",71.9829808358858,73
"3088",68.8356585912309,73
"3089",73.8805922169509,73
"3090",73.556471217804,73
"3094",72.1538196644864,73
"3096",74.5638018000211,73
"3097",72.0715378003219,73
"3101",72.7376397274832,73
"3104",75.2678476379339,73
"3105",70.7322022335185,73
"3106",70.8742353907711,73
"3107",70.6878736895707,73
"3108",73.7707892404779,73
"3113",70.7066025278161,73
"3114",76.3249579298951,73
"3116",72.5749577886678,73
"3117",73.0749497283493,73
"3119",74.7543480470453,73
"3120",72.1267872616336,73
"3121",73.8758209355862,73
"3122",70.7882438994845,73
"3123",72.0312326741528,73
"3124",72.1500165873446,73
"3128",72.7924502355294,73
"3129",72.6157523090555,73
"3130",67.8595616515733,73
"3131",70.5026820806313,73
"3133",77.6334243908354,73
"3134",74.1192938320713,73
"3135",70.2801234988791,73
"3136",70.9348319211814,73
"3137",74.7284495695092,73
"3138",67.8999525182841,73
"3139",71.2237060792797,73
"3140",71.9413393784236,73
"3141",73.2217022816167,73
"3143",71.681778645432,73
"3144",69.6893511801648,73
"3147",71.9338827849126,73
"3148",71.6196445489858,73
"3150",70.9564974630428,73
"3153",67.6998337130051,73
"3155",72.9791043116565,73
"3156",74.5318499015276,73
"3158",68.202973594892,73
"3159",73.5464031323109,73
"3160",74.7723279095211,73
"3162",74.3894041654189,73
"3163",71.9676650217834,73
"3164",78.0636685353437,73
"3165",73.2364899025062,73
"3166",76.3450410142858,73
"3167",74.3675081855344,73
"3169",73.0887185727293,73
"3170",73.9293330032527,73
"3171",69.2222274206472,73
"3172",70.3998519741892,73
"3174",68.8125555490072,73
"3175",73.3713330027962,73
"3177",73.8891584434894,73
"3178",71.9921366749045,73
"3179",73.9811757777669,73
"3180",71.2893779512845,72
"3181",69.8686355194496,72
"3184",70.5976370246809,72
"3185",70.9728584977736,72
"3187",69.7275897194211,72
"3188",73.6773936089035,72
"3189",69.6015335854886,72
"3191",70.7861753711324,72
"3192",61.6349255630385,72
"3193",71.7692293323595,72
"3196",69.1543726182181,72
"3197",75.3079649813554,72
"3199",70.2004442759331,72
"3202",69.0563473973846,72
"3204",70.7397842526128,72
"3205",71.1116682960266,72
"3206",73.1163252030343,72
"3208",67.5374145424136,72
"3210",74.4688111157065,72
"3211",73.6540557130544,72
"3212",72.5599837333675,72
"3213",72.2124249695794,72
"3214",71.0438202113297,72
"3215",73.0345255040149,72
"3218",69.0521492104791,72
"3219",71.0211176377764,72
"3220",70.2303621043956,72
"3222",68.5828291162427,72
"3223",69.9176813967911,72
"3225",70.4346011467223,72
"3226",67.7069697246329,72
"3230",69.5805406824561,72
"3231",70.0274250481206,72
"3233",73.5066368046988,72
"3236",69.6920101071857,72
"3237",66.6290527204129,72
"3238",72.2810290386362,72
"3239",68.8336494697469,72
"3241",66.6728184026247,72
"3242",71.0512853729589,72
"3243",73.1684161245193,72
"3245",71.3119607582514,72
"3247",68.7481627335049,72
"3249",69.8771452106201,72
"3252",71.5537508795283,72
"3253",70.0447786512217,72
"3256",71.4214846041797,72
"3257",70.6553446559402,72
"3260",74.5336022230322,72
"3263",66.3082135231728,72
"3266",65.3462550740727,72
"3268",66.8819468446627,72
"3269",73.8479297510346,72
"3271",73.0069911042525,72
"3272",71.9161349054593,72
"3273",67.8783914168091,72
"3277",71.8125256809367,72
"3278",74.1247986965572,72
"3279",72.7000774566355,72
"3280",66.055864739146,72
"3281",72.5195020188173,72
"3282",72.9363488609372,72
"3284",71.5337489058356,72
"3285",74.7175051560273,72
"3287",68.3544265113959,72
"3288",72.5716210976249,72
"3289",69.0846991928021,72
"3290",72.6557576397736,72
"3292",72.8672770438058,71
"3295",68.2302525425327,72
"3297",70.617257382617,72
"3298",70.5457573926261,72
"3300",69.151169247062,72
"3301",66.2743807286764,72
"3302",69.723402305719,72
"3304",71.6501803354378,72
"3305",74.3560073740035,72
"3306",70.1119370795972,72
"3308",63.9687668876097,72
"3309",72.0951568267811,72
"3311",72.2420448306783,72
"3314",69.1404817818603,72
"3315",66.3604873683962,72
"3317",67.4719948341145,72
"3319",71.6394815409393,72
"3320",65.741835982837,72
"3321",74.0841657767212,72
"3323",71.1846236644045,72
"3324",75.5950743271802,72
"3325",69.4103416393886,72
"3327",69.9268316702554,72
"3328",71.2989776672487,72
"3329",67.8444322198396,72
"3330",72.355710824373,72
"3331",74.438033718079,72
"3333",72.186473113315,72
"3335",71.7000977751805,72
"3337",66.9133007440304,72
"3338",66.9506286214059,72
"3339",69.6377069839851,72
"3340",76.029476818722,72
"3343",74.4025883850305,72
"3344",69.658901063975,72
"3345",73.6628174074219,72
"3346",70.0218710608048,72
"3347",72.8645825193748,72
"3350",68.6599712474709,72
"3352",70.2859966337629,72
"3354",71.0161904165977,72
"3355",74.0012414131405,72
"3356",73.4977151699198,72
"3357",75.374400375869,72
"3359",69.1581401703513,72
"3360",70.1669367788181,72
"3361",68.879466835381,72
"3362",68.3997034699816,72
"3364",69.7549643077787,72
"3368",67.6148136286071,72
"3369",75.1289118974588,72
"3370",65.3045261124712,72
"3371",71.8685142473114,72
"3372",65.8449682932387,72
"3374",72.9434838115099,72
"3376",71.2687942086018,72
"3377",67.79590417986,72
"3379",74.8366763504876,72
"3380",68.9281087901382,72
"3386",71.4673706339431,72
"3389",71.0232355932863,72
"3390",72.9541004876309,72
"3391",68.0058180208716,72
"3393",67.7737218792456,72
"3394",71.4670421533708,72
"3395",71.0714445907325,72
"3396",72.0146176109499,72
"3398",71.8581331392777,72
"3399",72.9200912298983,72
"3400",70.7806544404173,72
"3401",68.4503922799311,72
"3402",75.8041573483948,72
"3404",72.8938680866378,72
"3405",66.8377134497875,72
"3406",72.700746152258,72
"3408",67.4978300494773,72
"3409",71.944681239414,72
"3411",66.2765792133817,72
"3412",69.7212364153808,72
"3414",72.5968511124332,72
"3419",72.5619647462505,72
"3420",72.4461017098117,72
"3421",68.8385271880629,72
"3422",68.0548989530487,72
"3424",71.1281761310709,72
"3427",67.5619889364181,72
"3428",71.1630089086621,72
"3431",72.0929843327203,72
"3432",73.3744231371036,72
"3433",72.8965879281537,72
"3435",69.2646676857153,72
"3436",69.7564158433476,72
"3439",70.9940763122257,72
"3442",71.7076336001265,72
"3443",71.2997672404162,72
"3444",74.4337335403326,72
"3445",70.4358376706611,72
"3446",74.6228993017539,72
"3448",70.990876424634,72
"3449",71.2349803274185,72
"3450",71.835980605331,72
"3454",72.881846038835,72
"3455",67.9050605138882,72
"3458",69.1925011788863,72
"3459",72.9302586968763,72
"3460",65.5174847570481,72
"3461",68.5179515292323,72
"3462",73.5959276906682,72
"3463",73.1674272548783,72
"3465",69.9157818912792,72
"3467",72.9124616339867,72
"3468",68.2915688931697,72
"3470",71.3441537150623,72
"3472",69.0922749846674,72
"3473",74.5106175121946,72
"3474",73.3839820156084,72
"3475",69.717844927718,72
"3476",70.9407203659439,72
"3477",72.4794192371,72
"3479",71.0640950843059,72
"3482",66.3513532327451,72
"3483",73.3173391955622,72
"3484",72.6228388090263,72
"3487",68.8096208011553,73
"3488",68.4550207207094,72
"3491",70.680581918552,72
"3492",73.1379997937838,72
"3494",69.1234777958881,72
"3495",71.0397046358396,72
"3497",67.3469052504981,72
"3498",74.2998743693878,72
"3499",71.5841128946534,72
"3500",70.9502910891879,72
"3501",72.2408929258162,72
"3502",73.0214294672658,72
"3503",70.8244716200914,72
"3505",70.1476850006913,72
"3506",69.4704087335543,72
"3507",70.5362933611582,72
"3508",70.5464289197733,72
"3509",70.3385650764974,72
"3510",70.6467707377807,72
"3512",70.7318403823751,72
"3513",68.4130705402055,72
"3516",70.848453278139,70
"3517",74.6709359682111,72
"3518",71.1400544147234,72
"3519",71.5286896915352,72
"3521",70.2036538760178,72
"3522",72.9929331804041,72
"3523",68.2739845884623,72
"3524",71.3801322423178,72
"3525",72.9981059696181,72
"3526",69.8698935265307,72
"3527",72.3705745828047,72
"3529",68.3689718442258,72
"3531",64.2290883512511,72
"3533",71.0167801533381,72
"3534",72.3366319051423,72
"3535",71.1726741716359,72
"3536",68.7102388627035,72
"3537",76.0317468781635,72
"3538",71.8688517646046,72
"3539",74.0869817327014,72
"3541",69.8673395582091,72
"3542",70.3591723113561,72
"3544",67.1897549315863,72
"3547",71.083625814516,72
"3548",72.8632520466961,73
"3550",69.7458665899725,72
"3551",75.9680017280847,72
"3552",72.0222328405046,72
"3553",68.5787476547629,72
"3554",76.1546343130701,72
"3555",66.7338498122634,72
"3556",71.4002961891415,72
"3558",73.1867605971065,72
"3559",74.0759704722817,72
"3562",70.1469977889257,72
"3566",71.5817651660601,72
"3567",70.1589680049267,72
"3569",72.1947037597396,72
"3570",71.2933680731678,72
"3571",72.2851353912404,72
"3573",65.7325184916367,72
"3574",73.2907951413058,72
"3575",72.161571696014,72
"3576",72.7196955425511,72
"3577",70.9592448032116,72
"3578",70.7467113080684,72
"3579",74.4142437720267,72
"3580",70.4286199962526,72
"3581",72.9820564492487,73
"3582",72.5178143144731,72
"3585",70.3743803574315,72
"3587",70.3842843009223,72
"3589",66.3230592110313,72
"3591",74.6549262648632,72
"3593",72.5479705124818,72
"3596",72.2036585429884,72
"3597",72.7860422528212,72
"3599",71.0365919577425,72
"3600",70.3805268957682,72
"3601",71.5983978481672,72
"3602",70.5436157062553,72
"3603",68.9431911566121,72
"3604",71.7698045999736,72
"3605",74.5426777923599,72
"3606",73.6619351471367,72
"3608",69.4127715878855,72
"3610",71.9902615519602,72
"3612",72.563455876408,72
"3613",68.9820372154938,72
"3614",71.5602569349008,72
"3615",66.4730618923838,72
"3621",74.3438221945406,72
"3622",72.5867180619062,72
"3624",71.7751692667386,71
"3625",71.1137043564313,72
"3626",72.1951143960934,72
"3627",67.8885288540977,72
"3628",70.2578817736945,72
"3630",74.6648447375162,72
"3631",73.3143975069565,72
"3635",71.6389953762684,72
"3637",72.304252029594,72
"3638",69.7901717613204,72
"3639",72.37562731059,72
"3640",67.4059033302742,72
"3642",68.8162598738417,72
"3645",73.3667026892334,72
"3646",69.3387555406426,72
"3647",73.1223885980061,72
"3648",68.9945551371607,72
"3649",68.2805096520113,72
"3651",68.6958454093968,73
"3652",71.564202815334,72
"3655",71.3511259791496,72
"3656",72.9277991080796,72
"3657",71.1396946543226,72
"3658",70.1039564570169,72
"3659",73.6510836845707,72
"3660",74.7771101275326,72
"3661",68.1892671091473,72
"3662",76.9708033413439,72
"3664",72.2879241920684,72
"3666",73.9458039894845,72
"3668",73.9950010019201,72
"3669",71.935440688853,72
"3670",69.396401342187,72
"3671",68.083105184032,72
"3672",71.9034288459622,72
"3673",71.8430553275246,72
"3674",71.1303731100824,72
"3676",71.3960604726066,72
"3677",71.320214145875,72
"3679",68.4331503551445,72
"3680",74.1920505081344,72
"3682",68.2181871518577,72
"3683",74.2797541136212,72
"3685",72.3299841923029,72
"3687",70.3213853508395,72
"3688",72.0331004738685,72
"3689",73.446965621723,72
"3690",71.4090228049325,72
"3692",69.1860472431668,72
"3694",70.2118433650749,72
"3695",65.7630677329779,72
"3697",70.3725493908395,72
"3698",72.1613742347391,72
"3699",69.0669124071618,72
"3701",72.2045267126275,72
"3702",72.6706347514028,72
"3703",73.6252414538929,72
"3705",72.1406989482592,72
"3706",71.7465803759701,72
"3708",73.2829040550838,70
"3709",73.5384453848925,72
"3710",71.7908093886862,72
"3711",72.9773850278382,72
"3712",73.487855778915,72
"3715",72.1664500611563,72
"3717",68.8151648681337,72
"3718",73.3270889332845,72
"3719",73.1664681440656,72
"3721",70.5587103419895,72
"3722",71.2359715454512,72
"3725",64.6529794065313,72
"3726",73.4400745970451,72
"3728",71.0819315149827,72
"3731",74.7581561330505,72
"3733",68.9748364696329,72
"3735",70.228461548442,72
"3736",73.1455154091767,72
"3737",68.9105730902131,72
"3738",75.3405922412904,72
"3739",69.2117713693063,72
"3741",74.4411166356051,72
"3742",71.7069170018804,72
"3743",69.819909998429,72
"3746",68.4294948548819,72
"3747",69.2692062960479,72
"3749",72.6937600420705,72
"3750",68.3935634019373,72
"3751",74.1146524553663,72
"3753",72.0502671401694,72
"3754",69.6409799964995,72
"3756",72.3197869691777,72
"3758",73.7536269173898,72
"3760",70.6488066481911,72
"3761",75.4115417326532,73
"3762",70.6726015077334,72
"3764",70.6050108421608,72
"3765",74.8686484338194,72
"3766",70.5871956104351,72
"3767",75.1631710148296,72
"3768",72.5748811170725,72
"3770",68.9113875610421,72
"3771",73.6468235578843,72
"3772",73.5277543344348,72
"3773",72.7265998440753,72
"3774",76.3882083358595,72
"3775",73.2021455512202,72
"3776",69.6745590235933,72
"3777",71.7422858184471,72
"3779",71.1049304889355,72
"3780",75.1881945671958,72
"3782",68.2693113225303,72
"3784",76.7757850219774,72
"3785",71.747710476898,72
"3786",68.0504506520655,72
"3787",69.9607061368099,72
"3788",72.3537121989535,72
"3789",71.383910824821,72
"3790",75.4889373968904,72
"3792",70.6450216843721,72
"3794",69.3806059600635,72
"3795",71.7819629128433,72
"3796",72.8499203328816,72
"3797",70.3659053687339,72
"3801",71.1451579915903,72
"3805",72.6573048329011,72
"3807",73.2890092831002,72
"3808",70.7639240483553,72
"3809",76.6306763834994,72
"3811",68.1729344096446,72
"3812",72.9983855152041,72
"3813",67.825291997304,72
"3815",71.153799880289,72
"3816",72.3345867253838,72
"3818",73.3504815538505,72
"3819",71.1532549952,72
"3820",73.8915052891208,72
"3821",70.8792197505674,72
"3822",69.9979526279874,72
"3823",74.9773049240699,72
"3826",73.2530555852667,72
"3827",73.0332577966212,72
"3828",73.0769786433521,72
"3830",69.3782874261137,72
"3831",73.6777944158736,72
"3832",68.0242974221827,72
"3833",67.1873238288235,72
"3834",71.7851412929789,72
"3835",74.9760068040733,72
"3836",71.6046424904648,72
"3837",70.078627551884,72
"3838",74.5669187689611,72
"3839",66.9066169153013,72
"3840",72.9643243420178,72
"3841",73.4377224740306,72
"3842",69.2934499153656,72
"3843",72.4234337767635,72
"3844",70.8055067750854,72
"3845",69.6024277213835,72
"3848",69.6703345665458,72
"3849",69.007720159574,72
"3851",68.6884884135855,72
"3852",73.1030016232817,72
"3853",71.8574494676053,72
"3854",72.3729394160609,72
"3857",72.9380829829584,72
"3858",73.8487668997764,72
"3859",76.4875045976894,72
"3861",69.2829156246319,72
"3862",69.6959112711037,72
"3865",72.0131416259918,72
"3866",70.2121341175605,72
"3867",67.7918184241512,72
"3868",73.0509743811278,72
"3869",71.3934246317293,72
"3871",69.2275232071857,71
"3873",70.22591664231,71
"3875",71.955187871137,74
"3878",69.1485091035716,71
"3879",69.2991458006428,71
"3880",72.9627852060491,71
"3883",66.3349489380141,71
"3885",68.7846738913115,71
"3888",71.5870553177509,71
"3889",68.8649143005129,71
"3890",72.5584100368161,71
"3891",71.3705645197564,71
"3893",71.1768620934923,71
"3894",67.1736162916042,71
"3899",68.6538311784319,71
"3900",74.4715854623942,71
"3901",65.3286839978047,71
"3902",67.2304141844918,71
"3903",74.060387939509,71
"3904",64.5256075027849,71
"3906",66.6729456280434,71
"3909",72.8151027518487,71
"3910",68.8311818003291,71
"3911",69.2297567547685,71
"3912",74.3685415774594,71
"3913",69.2406379571499,71
"3914",72.8020876087836,71
"3915",72.5125686692634,71
"3916",68.8681305013137,71
"3921",71.2599077787389,71
"3923",71.0140510977515,71
"3924",70.9842449530506,71
"3926",67.4641778689162,71
"3928",70.5618290639698,71
"3929",68.4563747627986,71
"3930",67.3040431840652,71
"3931",71.0279542154503,71
"3933",73.9711554193585,71
"3934",68.3332312755498,71
"3937",72.9750110050328,71
"3939",70.5137939524213,71
"3941",70.3650618182031,72
"3943",71.276520863577,71
"3944",67.7234143035207,71
"3947",71.141592307578,71
"3950",71.1668392735545,71
"3951",69.0382916818344,71
"3952",71.1138195637575,71
"3953",70.067453226199,71
"3954",69.6048789501837,71
"3955",72.443204504166,71
"3956",61.8966363100795,71
"3957",74.9735731638843,71
"3958",70.8889683426944,71
"3960",66.9049858081464,71
"3962",68.2278005162163,71
"3966",65.6330990975975,71
"3967",63.5090559612882,71
"3971",71.5386376991348,71
"3972",61.9972945968224,71
"3973",69.1699524137292,71
"3975",67.490871425131,71
"3977",70.7526069359381,71
"3978",67.9966985199848,71
"3982",75.5398791663911,71
"3983",70.4600142379967,71
"3984",68.6623001407407,71
"3985",72.1121808986476,71
"3986",72.8141012403331,71
"3987",65.7976759702736,71
"3988",70.969974978632,71
"3989",72.4437780295916,71
"3990",70.2885426542716,71
"3991",72.5685880202382,71
"3993",71.4529805132703,71
"3995",70.4562312189809,71
"3996",71.8440178525524,71
"3997",68.7523713692256,71
"3998",70.5796795526575,71
"3999",68.7671518123686,71
"4000",64.3977158889095,71
"4001",71.8416139517606,71
"4004",70.6951850089317,71
"4008",72.0721274844342,71
"4009",72.2675916846853,71
"4010",71.2595574272734,71
"4011",71.5097916542875,71
"4012",67.9722207984954,71
"4015",70.1367402402903,71
"4016",70.9167258923994,71
"4017",71.5334604107573,71
"4018",68.2957450192733,71
"4019",67.4968325709693,71
"4021",62.947565350311,71
"4022",67.6306672647506,71
"4023",62.2467892806981,72
"4024",66.959710495963,71
"4025",71.0622818986259,71
"4026",69.8817824992791,71
"4029",67.3707196960958,71
"4030",69.4113640327834,71
"4031",71.7062858420493,71
"4033",67.9165691347546,71
"4034",70.9452781591568,70
"4035",68.9979864136857,71
"4036",68.2884988780658,71
"4037",68.8469960234512,71
"4038",69.4266368417864,71
"4040",70.1542284306144,71
"4041",69.0902990236046,71
"4043",72.2502497178769,71
"4044",69.0780961199969,71
"4045",69.0046887044277,71
"4046",70.9381056413849,71
"4047",68.6396110743519,71
"4049",73.9678335100428,71
"4050",69.5389077725661,71
"4052",72.1778064848216,71
"4053",64.5969110186909,71
"4054",71.5728567020354,71
"4058",69.1070579480582,71
"4059",72.3098284478242,71
"4062",72.2802192984413,71
"4063",69.8350069406776,71
"4064",69.3848115065661,71
"4066",71.7659914274579,71
"4067",69.7083882174841,71
"4069",69.4376643175777,71
"4071",71.4097088327412,71
"4072",68.2546793648002,71
"4073",70.5272815763816,71
"4074",69.7968211286832,71
"4075",69.3245279684921,71
"4078",70.7958624857781,71
"4079",67.2275174825402,71
"4082",70.1687314780966,71
"4084",68.4762175859762,71
"4085",69.4989958173575,71
"4086",65.2240785324274,70
"4087",70.0074734707859,71
"4088",73.3224107985126,71
"4090",72.2555566256861,71
"4092",70.7832776033932,71
"4093",72.8481455695266,71
"4099",70.5139021638907,71
"4100",68.8835510973723,71
"4101",68.7803696278535,71
"4102",69.9146259781827,71
"4104",71.3922372039606,71
"4105",73.0752883418938,71
"4106",72.4531130395622,71
"4107",74.8795185307441,71
"4109",69.6388325444066,71
"4111",67.1694832687936,71
"4112",70.0623143920449,71
"4114",68.9874029941432,71
"4117",66.3938607617217,71
"4119",68.2836100774661,71
"4120",71.2098622563494,71
"4121",71.8387624691081,71
"4123",72.0427530674925,71
"4124",68.2622780383634,71
"4125",70.635805720437,71
"4127",68.3129437880187,71
"4128",69.7259511078162,71
"4129",64.9830115735854,71
"4130",68.3799294254551,71
"4132",71.6350186974579,71
"4133",66.5523436367238,71
"4135",67.0920395806765,71
"4136",68.3839896942095,71
"4138",68.6173115954594,71
"4139",72.793366966546,71
"4140",67.8307370276976,71
"4141",68.4323401871462,71
"4142",68.8893014070462,71
"4143",69.5008078234875,71
"4146",69.2693599405191,71
"4148",71.5299989451035,71
"4149",72.5928808887482,71
"4150",69.7958710546312,71
"4153",69.952182885097,71
"4155",70.5369321832395,71
"4157",71.7524582368084,71
"4159",70.3708656046244,71
"4160",71.6819308169909,71
"4162",71.7952337849641,71
"4163",67.8104123799483,71
"4164",68.8535838067521,71
"4165",70.2946888810945,71
"4167",67.6660264141734,71
"4170",71.3990163696545,71
"4171",71.6680641158828,71
"4172",72.7801732904373,71
"4173",70.7607978496015,72
"4174",73.4948835316524,71
"4175",72.0630810128684,71
"4177",68.0150781368841,71
"4178",69.4179931073493,71
"4180",66.4122185972246,71
"4184",70.0615165239418,71
"4186",72.8822124494514,71
"4188",73.5387189470759,71
"4192",68.6478275362794,71
"4193",73.9015861430896,71
"4196",72.205670844882,71
"4197",65.5565005621568,71
"4198",73.4643816697062,71
"4199",67.7976261551907,71
"4200",68.105691085341,71
"4202",66.5750105136388,71
"4204",63.2783073595954,71
"4205",67.3938407800226,71
"4206",73.2404757753452,71
"4207",70.3069675127066,70
"4209",70.0532042786882,71
"4210",73.1202132022157,71
"4211",67.0625767581298,71
"4212",65.7286022523921,71
"4214",67.9776610576084,71
"4215",67.5760436575262,70
"4217",72.9033518142036,71
"4221",71.4640605999352,71
"4223",68.9897619776663,71
"4224",67.2020453216907,71
"4225",72.8440571130439,71
"4226",73.8655555227221,71
"4229",72.6834428750035,71
"4230",68.53889400466,71
"4231",71.5963767913012,71
"4232",73.5851681811456,71
"4233",71.0042484804229,71
"4235",68.0007466238814,71
"4236",70.3669078459819,71
"4237",69.1863264978134,71
"4238",69.3786802970544,71
"4239",67.2791327276537,71
"4240",70.9554029612426,71
"4242",68.0673164276556,71
"4245",68.9402804717393,71
"4246",71.9659463049133,71
"4249",71.4101760786507,72
"4251",65.4574817533064,71
"4252",67.357731103916,71
"4253",70.9084885415271,71
"4254",71.4608724789305,71
"4256",69.9847570276802,71
"4257",72.3068291771671,71
"4258",72.5517364368603,71
"4259",74.3665876164014,71
"4261",69.9856474552265,71
"4262",68.211169383264,71
"4264",67.9062970479225,71
"4266",72.3165185863119,71
"4267",71.7823637465091,71
"4269",66.5039810244928,71
"4270",66.7569506645198,71
"4272",69.3702665402897,72
"4273",69.1600082866317,71
"4274",69.1518973414265,71
"4275",68.6470688356255,71
"4278",69.3970591160946,71
"4279",70.7421655014449,71
"4280",72.7665083756286,71
"4281",68.9922447260391,71
"4282",71.8240354078887,71
"4284",69.4745941004471,71
"4285",70.9167745988735,71
"4287",70.2592836998018,71
"4288",69.7663571911654,71
"4292",66.735972785008,71
"4293",66.9528484347268,71
"4298",73.9654852778812,71
"4300",69.2903305880427,71
"4301",71.0451998968144,71
"4304",73.1553714694701,71
"4305",73.7275295196394,71
"4306",65.8199004301972,71
"4307",71.9457052759316,71
"4310",71.5793910465216,71
"4311",67.097089464272,71
"4315",71.2569422304414,71
"4316",73.7976196736774,71
"4317",72.5953050425442,71
"4318",69.8359679667254,71
"4319",69.2185940577569,71
"4321",70.1696564286236,71
"4322",73.678548405627,71
"4323",66.9496802371304,71
"4324",68.793090273989,71
"4325",69.2845842615279,71
"4326",68.5879017857277,71
"4327",76.0317505286327,71
"4329",69.5879089625562,71
"4330",71.1429819272774,71
"4331",70.5278494100051,71
"4332",66.5980465183245,71
"4333",71.5191804469678,71
"4334",68.3779497071353,71
"4335",73.9809480996454,71
"4337",70.9185117544965,71
"4341",71.7403363919671,71
"4342",69.2344596886036,71
"4343",70.2283949280522,71
"4344",71.5173093700683,71
"4345",72.831961269072,71
"4346",70.3464134200541,71
"4347",71.2693856243348,71
"4348",72.7535854685539,71
"4351",69.1647315041937,71
"4352",70.6963230526131,71
"4354",72.2442952135501,71
"4355",69.6140127388005,71
"4356",71.2547550779643,71
"4358",68.1578711697572,71
"4359",68.3166406243367,71
"4364",71.5787311048451,71
"4365",69.1785625635663,71
"4368",72.2077583880436,70
